Date_and_time,Turbine_identifier,Wind_speed,Active_power,Outdoor_temperature,Pitch_angle,Rotor_speed,Gearbox_bearing_temperature,Generator_stator_temperature
2024-03-16 20:10:00,R80711 (WTG-01),6.14,96.2,9.6,0.41,11.53,40.6,33.7
2024-03-16 20:20:00,R80711 (WTG-01),9.46,763.0,9.5,0.68,13.58,49.8,44.5
2024-03-16 20:30:00,R80711 (WTG-01),5.64,47.3,9.1,0.58,10.55,39.3,31.2
2024-03-16 20:40:00,R80711 (WTG-01),6.69,155.0,8.9,0.67,11.74,41.2,33.6
2024-03-16 20:50:00,R80711 (WTG-01),7.22,229.0,8.8,0.41,12.21,42.8,35.0
2024-03-16 21:00:00,R80711 (WTG-01),8.64,508.1,9.0,0.6,12.59,46.8,39.3
2024-03-16 21:10:00,R80711 (WTG-01),5.04,0.0,8.6,0.55,10.56,39.2,31.2
2024-03-16 21:20:00,R80711 (WTG-01),8.0,375.0,8.8,0.63,13.03,45.0,37.2
2024-03-16 21:30:00,R80711 (WTG-01),6.45,91.7,9.4,0.48,11.41,42.6,32.9
2024-03-16 21:40:00,R80711 (WTG-01),5.1,27.9,8.8,0.56,10.36,41.0,30.9
2024-03-16 21:50:00,R80711 (WTG-01),6.67,141.5,8.3,0.43,11.48,41.0,32.7
2024-03-16 22:00:00,R80711 (WTG-01),6.18,84.2,8.8,0.43,11.07,41.1,31.3
2024-03-16 22:10:00,R80711 (WTG-01),5.05,35.8,8.1,0.51,10.01,39.8,30.3
2024-03-16 22:20:00,R80711 (WTG-01),5.69,59.3,7.4,0.63,10.54,39.7,30.3
2024-03-16 22:30:00,R80711 (WTG-01),4.97,31.4,7.8,0.52,10.06,39.6,29.8
2024-03-16 22:40:00,R80711 (WTG-01),5.39,54.5,7.4,0.5,11.02,39.8,29.9
2024-03-16 22:50:00,R80711 (WTG-01),5.87,43.9,7.9,0.32,10.77,40.5,31.0
2024-03-16 23:00:00,R80711 (WTG-01),6.8,130.9,8.1,0.59,11.75,41.8,33.3
2024-03-16 23:10:00,R80711 (WTG-01),3.24,13.5,8.7,0.47,7.28,39.8,30.5
2024-03-16 23:20:00,R80711 (WTG-01),7.1,190.7,8.1,0.4,12.05,42.9,33.3
2024-03-16 23:30:00,R80711 (WTG-01),2.02,0.0,7.9,0.0,2.47,39.9,30.6
2024-03-16 23:40:00,R80711 (WTG-01),4.0,20.2,8.3,0.62,8.65,41.1,31.1
2024-03-16 23:50:00,R80711 (WTG-01),4.71,19.7,7.1,0.56,9.93,39.5,28.4
